iter	RMSE
192	2.509251598
193	2.499972985
194	2.496624243
195	2.495417595
196	2.49498306
197	2.49402434
198	2.493946456
199	2.493918417
200	2.49344043
201	2.493435224
202	2.493169238
203	2.49301967
204	2.492935555
205	2.492935262
206	2.492888086
207	2.492867886
208	2.492849801
209	2.492844475
210	2.49284294
211	2.492839559
212	2.492837912
213	2.492836075
214	2.492834682
215	2.492833584
216	2.492833188
217	2.492830636
218	2.492829822
219	2.492829447
220	2.492829135
221	2.492828363
222	2.492828181
223	2.492827832
224	2.492827794
225	2.49282778
226	2.492827688
227	2.492827572
228	2.492827564
229	2.492827506
230	2.492827505
231	2.492827484
232	2.492827481
233	2.49282746
234	2.492827459
235	2.492827452
236	2.492827451
237	2.492827446
238	2.49282744
239	2.49282744
240	2.492827437
241	2.492827436
242	2.492827435
243	2.492827434
244	2.492827434
245	2.492827434
246	2.492827433
247	2.492827433
248	2.492827433
249	2.492827433
250	2.492827433
251	2.492827433
252	2.492827433
253	2.492827433
254	2.492827433
255	2.492827433
256	2.492827433
257	2.492827433
258	2.492827433
259	2.492827433
260	2.492827433
261	2.492827433
262	2.492827433
263	2.492827433
264	2.492827433
265	2.492827433
266	2.492827433
267	2.492827433
268	2.492827433
269	2.492827433
270	2.492827433
271	2.492827433
272	2.492827433
273	2.492827433
274	2.492827433
275	2.492827433
276	2.492827433
277	2.492827433
278	2.492827433
279	2.492827433
280	2.492827433
281	2.492827433
282	2.492827433
283	2.492827433
284	2.492827433
285	2.492827433
286	2.492827433
287	2.492827433
288	2.492827433
289	2.492827433
290	2.492827433
291	2.492827433
292	2.492827433
293	2.492827433
294	2.492827433
295	2.492827433
296	2.492827433
297	2.492827433
298	2.492827433
299	2.492827433
300	2.492827433
301	2.492827433
302	2.492827433
303	2.492827433
304	2.492827433
305	2.492827433
306	2.492827433
307	2.492827433
308	2.492827433
309	2.492827433
310	2.492827433
311	2.492827433
312	2.492827433
313	2.492827433
314	2.492827433
315	2.492827433
316	2.492827433
317	1.869620575
318	1.869620575
319	1.869620575
320	1.869620575
321	1.869620575
322	1.402215431
323	1.402215431
324	1.402215431
325	1.402215431
326	1.402215431
327	1.402215431
328	1.402215431
329	1.402215431
330	1.402215431
331	1.402215431
332	1.402215431
333	1.402215431
334	1.402215431
335	1.402215431
336	1.402215431
337	1.402215431
338	1.402215431
339	1.402215431
340	1.402215431
341	1.402215431
342	1.402215431
343	1.402215431
344	1.402215431
345	1.402215431
346	1.402215431
347	1.402215431
348	1.402215431
349	1.402215431
350	1.402215431
351	1.402215431
352	1.402215431
353	1.402215431
354	1.402215431
355	1.402215431
356	1.402215431
357	1.402215431
358	1.402215431
359	1.402215431
360	1.402215431
361	1.402215431
362	1.402215431
363	1.402215431
364	1.402215431
365	1.402215431
366	1.402215431
367	1.402215431
368	1.402215431
369	1.402215431
370	1.402215431
371	1.402215431
372	1.402215431
373	1.402215431
374	1.402215431
375	1.402215431
376	1.402215431
377	1.402215431
378	1.402215431
379	1.402215431
380	1.402215431
381	1.402215431
382	1.051661573
383	1.051661573
384	1.051661573
385	1.051661573
386	1.051661573
387	1.051661573
388	1.051661573
389	1.051661573
390	1.051661573
391	1.051661573
392	1.051661573
393	1.051661573
394	1.051661573
395	1.051661573
396	1.051661573
397	1.051661573
398	1.051661573
399	1.051661573
400	1.051661573
401	1.051661573
402	1.051661573
403	1.051661573
404	1.051661573
405	1.051661573
406	1.051661573
407	1.051661573
408	1.051661573
409	1.051661573
410	1.051661573
411	1.051661573
412	1.051661573
413	1.051661573
414	1.051661573
415	1.051661573
416	1.051661573
417	1.051661573
418	1.051661573
419	1.051661573
420	1.051661573
421	1.051661573
422	1.051661573
423	1.051661573
424	1.051661573
425	1.051661573
426	1.051661573
427	1.051661573
428	1.051661573
429	1.051661573
430	1.051661573
431	1.051661573
432	1.051661573
433	1.051661573
434	1.051661573
435	1.051661573
436	1.051661573
437	1.051661573
438	1.051661573
439	1.051661573
440	1.051661573
441	1.051661573
442	0.8519432449
443	0.843289711
444	0.8405829166
445	0.8392013098
446	0.8384593858
447	0.8349611567
448	0.8348733777
449	0.8336970347
450	0.8331564111
451	0.8331322458
452	0.8329138461
453	0.8328923329
454	0.8327978211
455	0.8327637942
456	0.8327272541
457	0.8326518024
458	0.8326409561
459	0.8326263725
460	0.8326211223
461	0.8326192322
462	0.8326185518
463	0.8325952554
464	0.8325821818
465	0.8325821327
466	0.8325821151
467	0.8325821087
468	0.8325821064
469	0.8325821056
470	0.8325821053
471	0.8325748021
472	0.8325715862
473	0.8325701434
474	0.8325679533
475	0.8325667983
476	0.8325665248
477	0.8325663896
478	0.8325659503
479	0.6244247558
480	0.6244245804
481	0.6244244979
482	0.6244242894
483	0.6244242621
484	0.6244242221
485	0.6244242031
486	0.6244241338
487	0.6244241271
488	0.6244241116
489	0.6244241048
490	0.6244240964
491	0.6244240933
492	0.6244240857
493	0.624424083
494	0.6244240723
495	0.6244240693
496	0.6244240683
497	0.4683180562
498	0.4683180509
499	0.4683180508
500	0.4683180489
501	0.4683180487
502	0.4683180476
503	0.4683180461
504	0.4683180458
505	0.4683180456
506	0.4683180454
507	0.4683180449
508	0.4683180447
509	0.4683180446
510	0.4683180446
511	0.4683180445
512	0.4683180445
513	0.4683180445
514	0.4683180444
515	0.4683180444
516	0.4683180444
517	0.4683180444
518	0.4683180444
519	0.4683180444
520	0.4683180444
521	0.4683180444
522	0.4683180444
523	0.4683180444
524	0.4683180444
525	0.4683180444
526	0.4683180444
527	0.4683180444
528	0.4683180444
529	0.3512385333
530	0.3512385333
531	0.3512385333
532	0.3512385333
533	0.2845357412
534	0.2816455939
535	0.2800563392
536	0.2791763051
537	0.278686519
538	0.2785031599
539	0.2784151868
540	0.278369495
541	0.2782218582
542	0.2781273919
543	0.2780933762
544	0.2780798045
545	0.2780725871
546	0.2780715897
547	0.2780679526
548	0.2780662875
549	0.278065688
550	0.2780653768
551	0.2780646645
552	0.2780645834
553	0.2780644014
554	0.2780643359
555	0.2780642357
556	0.2780640538
557	0.278064033
558	0.2780639487
559	0.2780639021
560	0.2780638762
561	0.2780638677
562	0.2780638566
563	0.2780638557
564	0.2780638554
565	0.278063852
566	0.2780638505
567	0.2780638495
568	0.2780638467
569	0.278063846
570	0.2780638448
571	0.2780638441
572	0.2780638441
573	0.2780638439
574	0.2780638437
575	0.2780638436
576	0.2780638436
577	0.2780638436
578	0.2780638435
579	0.2780638435
580	0.2780638435
581	0.2780638434
582	0.2780638434
583	0.2780638434
584	0.2780638434
585	0.2780638434
586	0.2780638434
587	0.2780638434
588	0.2780638434
589	0.2780638434
590	0.2780638434
591	0.2780638434
592	0.2780638434
593	0.2780638434
594	0.2780638434
595	0.2780638434
596	0.2780638434
597	0.2780638434
598	0.2780638434
599	0.2780638434
600	0.2780638434
601	0.2780638434
602	0.2780638434
603	0.2780638434
604	0.2780638434
605	0.2780638434
606	0.2780638434
607	0.2780638434
608	0.2780638434
609	0.2780638434
610	0.2780638434
611	0.2085478825
612	0.2085478825
613	0.2085478825
614	0.2085478825
615	0.2085478825
616	0.2085478825
617	0.2085478825
618	0.2085478825
619	0.2085478825
620	0.2085478825
621	0.2085478825
622	0.2085478825
623	0.2085478825
624	0.2085478825
625	0.2085478825
626	0.2085478825
627	0.2085478825
628	0.2085478825
629	0.2085478825
630	0.2085478825
631	0.2085478825
632	0.2085478825
633	0.2085478825
634	0.2085478825
635	0.2085478825
636	0.2085478825
637	0.2085478825
638	0.2085478825
639	0.2085478825
640	0.2085478825
641	0.2085478825
642	0.2085478825
643	0.2085478825
644	0.2085478825
645	0.2085478825
646	0.2085478825
647	0.2085478825
648	0.2085478825
649	0.2085478825
650	0.2085478825
651	0.2085478825
652	0.2085478825
653	0.2085478825
654	0.2085478825
655	0.2085478825
656	0.2085478825
657	0.2085478825
658	0.2085478825
659	0.2085478825
660	0.2085478825
661	0.2085478825
662	0.2085478825
663	0.2085478825
664	0.2085478825
665	0.2085478825
666	0.2085478825
667	0.2085478825
668	0.2085478825
669	0.2085478825
670	0.2085478825
671	0.2085478825
672	0.2085478825
673	0.2085478825
674	0.2085478825
675	0.2085478825
676	0.2085478825
677	0.2085478825
678	0.2085478825
679	0.2085478825
680	0.2085478825
681	0.2085478825
682	0.2085478825
683	0.2085478825
684	0.2085478825
685	0.2085478825
686	0.2085478825
687	0.2085478825
688	0.2085478825
689	0.2085478825
690	0.2085478825
691	0.2085478825
692	0.2085478825
693	0.2085478825
694	0.2085478825
695	0.2085478825
696	0.2085478825
697	0.2085478825
698	0.2085478825
699	0.2085478825
700	0.2085478825
701	0.2085478825
702	0.2085478825
703	0.2085478825
704	0.2085478825
705	0.2085478825
706	0.2085478825
707	0.1564109119
708	0.1564109119
709	0.1564109119
710	0.1564109119
711	0.1564109119
712	0.1564109119
713	0.1564109119
714	0.1564109119
715	0.1564109119
716	0.1564109119
717	0.1173081839
718	0.1173081839
719	0.1173081839
720	0.1173081839
721	0.1173081839
722	0.1173081839
723	0.1173081839
724	0.1173081839
725	0.1173081839
726	0.1173081839
727	0.1173081839
728	0.1173081839
729	0.1173081839
730	0.1173081839
731	0.1173081839
732	0.1173081839
733	0.1173081839
734	0.1173081839
735	0.1173081839
736	0.1173081839
737	0.1173081839
738	0.1173081839
739	0.1173081839
740	0.1173081839
741	0.1173081839
742	0.1173081839
743	0.1173081839
744	0.1173081839
745	0.1173081839
746	0.1173081839
747	0.1173081839
748	0.1173081839
749	0.1173081839
750	0.1173081839
751	0.1173081839
752	0.1173081839
753	0.1173081839
754	0.1173081839
755	0.1173081839
756	0.1173081839
757	0.1173081839
758	0.1173081839
759	0.1173081839
760	0.1173081839
761	0.1173081839
762	0.1173081839
763	0.1173081839
764	0.1173081839
765	0.1173081839
766	0.1173081839
767	0.1173081839
768	0.1173081839
769	0.1173081839
770	0.1173081839
771	0.1173081839
772	0.1173081839
773	0.08798113794
774	0.08798113794
775	0.08798113794
776	0.08798113794
777	0.08798113794
778	0.08798113794
779	0.08798113794
780	0.08798113794
781	0.08798113794
782	0.08798113794
783	0.08798113794
784	0.08798113794
785	0.08798113794
786	0.08798113794
787	0.08798113794
788	0.08798113794
789	0.08798113794
790	0.08798113794
791	0.08798113794
792	0.08798113794
793	0.08798113794
794	0.08798113794
795	0.08798113794
796	0.08798113794
797	0.08798113794
798	0.08798113794
799	0.08798113794
800	0.08798113794
801	0.08798113794
802	0.08798113794
803	0.08798113794
804	0.08798113794
805	0.08798113794
806	0.08798113794
807	0.08798113794
808	0.08798113794
809	0.08798113794
810	0.08798113794
811	0.08798113794
812	0.08798113794
813	0.08798113794
814	0.08798113794
815	0.06598585345
816	0.06598585345
817	0.06598585345
818	0.06598585345
819	0.06598585345
820	0.06598585345
821	0.06598585345
822	0.06598585345
823	0.06598585345
824	0.06598585345
825	0.06598585345
826	0.06598585345
827	0.06598585345
828	0.06598585345
829	0.06598585345
830	0.06598585345
831	0.06598585345
832	0.06598585345
833	0.06598585345
834	0.06598585345
835	0.06598585345
836	0.06598585345
837	0.06598585345
838	0.06598585345
839	0.06598585345
840	0.06598585345
841	0.06598585345
842	0.06598585345
843	0.06598585345
844	0.06598585345
845	0.06598585345
846	0.06598585345
847	0.06598585345
848	0.06598585345
849	0.06598585345
850	0.06598585345
851	0.06598585345
852	0.06598585345
853	0.06598585345
854	0.06598585345
855	0.06598585345
856	0.06598585345
857	0.06598585345
858	0.06598585345
859	0.06598585345
860	0.06598585345
861	0.06598585345
862	0.06598585345
863	0.06598585345
864	0.06598585345
865	0.06598585345
866	0.06598585345
867	0.06598585345
868	0.06598585345
869	0.06598585345
870	0.06598585345
871	0.06598585345
872	0.06598585345
873	0.06598585345
874	0.06598585345
875	0.06598585345
876	0.06598585345
877	0.06598585345
878	0.06598585345
879	0.06598585345
880	0.06598585345
881	0.06598585345
882	0.06598585345
883	0.06598585345
884	0.06598585345
885	0.06598585345
886	0.06598585345
887	0.06598585345
888	0.06598585345
889	0.06598585345
890	0.06598585345
891	0.06598585345
892	0.06598585345
893	0.06598585345
894	0.06598585345
895	0.06598585345
896	0.06598585345
897	0.06598585345
898	0.06598585345
899	0.06598585345
900	0.06598585345
901	0.06598585345
902	0.06598585345
903	0.06598585345
904	0.06598585345
905	0.06598585345
906	0.06598585345
907	0.06598585345
908	0.06598585345
909	0.06598585345
910	0.06598585345
911	0.06598585345
912	0.06598585345
913	0.06598585345
914	0.06598585345
915	0.06598585345
916	0.06598585345
917	0.06598585345
918	0.06598585345
919	0.06598585345
920	0.06598585345
921	0.06598585345
922	0.06598585345
923	0.06598585345
924	0.06598585345
925	0.06598585345
926	0.06598585345
927	0.05345465075
928	0.05291169013
929	0.05261312307
930	0.05251245088
931	0.05246232614
932	0.05235659249
933	0.05230218693
934	0.05227341876
935	0.052252012
936	0.05224430342
937	0.05224184719
938	0.05224049677
939	0.05224019283
940	0.05224009758
941	0.05223947439
942	0.05223944153
943	0.05223942988
944	0.05223942504
945	0.0522391132
946	0.05223897543
947	0.05223889395
948	0.05223885133
949	0.0522388386
950	0.05223882176
951	0.05223881244
952	0.05223881004
953	0.05223880573
954	0.0522388049
955	0.0522388046
956	0.05223880361
957	0.05223880319
958	0.05223880198
959	0.05223880185
960	0.05223880127
961	0.03917910119
962	0.03917910112
963	0.03917910099
964	0.03917910076
965	0.03917910072
966	0.03917910061
967	0.03917910059
968	0.03917910057
969	0.03917910056
970	0.03917910056
971	0.03917910056
972	0.03917910052
973	0.0391791005
974	0.0391791005
975	0.0391791005
976	0.0391791005
977	0.03917910049
978	0.03917910049
979	0.03917910049
980	0.03917910049
981	0.03917910049
982	0.03917910049
983	0.03917910049
984	0.03917910049
985	0.03917910049
986	0.03917910049
987	0.03917910049
988	0.03917910049
989	0.03917910049
990	0.03917910049
991	0.03917910049
992	0.03917910049
993	0.03917910049
994	0.03917910049
995	0.03917910049
996	0.03917910049
997	0.03917910049
998	0.03917910049
999	0.03917910049
